0.409576 0.286525
0.819152 0.572788
1.22873 0.858788
1.6383 1.14453
2.04788 1.43
2.45746 1.71521
2.86703 2.00016
3.27661 2.28485
3.68618 2.56927
4.09576 2.85343
4.50534 3.13733
4.91491 3.42096
5.32449 3.70434
5.73406 3.98745
6.14364 4.27029
6.55322 4.55288
6.96279 4.8352
7.37237 5.11726
7.78194 5.39905
8.19152 5.68059
8.6011 5.96186
9.01067 6.24287
9.42025 6.52361
9.82982 6.80409
10.2394 7.08431
10.649 7.36427
11.0586 7.64396
11.4681 7.92339
11.8777 8.20256
12.2873 8.48147
12.6969 8.76011
13.1064 9.03849
13.516 9.31661
13.9256 9.59446
14.3352 9.87206
14.7447 10.1494
15.1543 10.4265
15.5639 10.7033
15.9735 10.9798
16.383 11.2561
16.7926 11.5321
17.2022 11.8078
17.6118 12.0833
18.0213 12.3586
18.4309 12.6335
18.8405 12.9082
19.2501 13.1827
19.6596 13.4568
20.0692 13.7308
20.4788 14.0044
20.8884 14.2778
21.298 14.5509
21.7075 14.8238
22.1171 15.0964
22.5267 15.3687
22.9363 15.6408
23.3458 15.9126
23.7554 16.1842
24.165 16.4554
24.5746 16.7265
24.9841 16.9972
25.3937 17.2677
25.8033 17.538
26.2129 17.8079
26.6224 18.0776
27.032 18.3471
27.4416 18.6163
27.8512 18.8852
28.2607 19.1538
28.6703 19.4222
29.0799 19.6904
29.4895 19.9582
29.899 20.2259
30.3086 20.4932
30.7182 20.7603
31.1278 21.0271
31.5374 21.2937
31.9469 21.56
32.3565 21.826
32.7661 22.0918
33.1757 22.3573
33.5852 22.6225
33.9948 22.8875
34.4044 23.1522
34.814 23.4167
35.2235 23.6808
35.6331 23.9448
36.0427 24.2084
36.4523 24.4718
36.8618 24.735
37.2714 24.9979
37.681 25.2605
38.0906 25.5228
38.5001 25.7849
38.9097 26.0467
39.3193 26.3083
39.7289 26.5696
40.1385 26.8307
40.548 27.0914
40.9576 27.3519
41.3672 27.6122
41.7768 27.8722
42.1863 28.1319
42.5959 28.3914
43.0055 28.6506
43.4151 28.9095
43.8246 29.1682
44.2342 29.4266
44.6438 29.6847
45.0534 29.9426
45.4629 30.2002
45.8725 30.4576
46.2821 30.7147
46.6917 30.9715
47.1012 31.2281
47.5108 31.4844
47.9204 31.7405
48.33 31.9962
48.7395 32.2518
49.1491 32.507
49.5587 32.762
49.9683 33.0168
50.3779 33.2712
50.7874 33.5254
51.197 33.7794
51.6066 34.0331
52.0162 34.2865
52.4257 34.5396
52.8353 34.7925
53.2449 35.0452
53.6545 35.2975
54.064 35.5496
54.4736 35.8015
54.8832 36.0531
55.2928 36.3044
55.7023 36.5554
56.1119 36.8062
56.5215 37.0567
56.9311 37.307
57.3406 37.557
57.7502 37.8068
58.1598 38.0562
58.5694 38.3055
58.9789 38.5544
59.3885 38.8031
59.7981 39.0515
60.2077 39.2997
60.6173 39.5476
61.0268 39.7952
61.4364 40.0426
61.846 40.2897
62.2556 40.5366
62.6651 40.7832
63.0747 41.0295
63.4843 41.2755
63.8939 41.5213
64.3034 41.7669
64.713 42.0121
65.1226 42.2572
65.5322 42.5019
65.9417 42.7464
66.3513 42.9906
66.7609 43.2346
67.1705 43.4783
67.58 43.7217
67.9896 43.9649
68.3992 44.2078
68.8088 44.4504
69.2183 44.6928
69.6279 44.9349
70.0375 45.1768
70.4471 45.4184
70.8567 45.6597
71.2662 45.9008
71.6758 46.1416
72.0854 46.3821
72.495 46.6224
72.9045 46.8624
73.3141 47.1022
73.7237 47.3417
74.1333 47.5809
74.5428 47.8199
74.9524 48.0586
75.362 48.297
75.7716 48.5352
76.1811 48.7731
76.5907 49.0108
77.0003 49.2482
77.4099 49.4853
77.8194 49.7222
78.229 49.9588
78.6386 50.1951
79.0482 50.4312
79.4577 50.667
79.8673 50.9026
80.2769 51.1379
80.6865 51.3729
81.0961 51.6077
81.5056 51.8422
81.9152 52.0764
82.3248 52.3104
82.7344 52.5441
83.1439 52.7775
83.5535 53.0107
83.9631 53.2436
84.3727 53.4763
84.7822 53.7087
85.1918 53.9408
85.6014 54.1727
86.011 54.4043
86.4205 54.6357
86.8301 54.8668
87.2397 55.0976
87.6493 55.3281
88.0588 55.5584
88.4684 55.7885
88.878 56.0182
89.2876 56.2478
89.6971 56.477
90.1067 56.706
90.5163 56.9347
90.9259 57.1632
91.3355 57.3914
91.745 57.6193
92.1546 57.847
92.5642 58.0744
92.9738 58.3015
93.3833 58.5284
93.7929 58.755
94.2025 58.9814
94.6121 59.2075
95.0216 59.4333
95.4312 59.6589
95.8408 59.8842
96.2504 60.1092
96.6599 60.334
97.0695 60.5585
97.4791 60.7828
97.8887 61.0067
98.2982 61.2305
98.7078 61.4539
99.1174 61.6771
99.527 61.9001
99.9365 62.1228
100.346 62.3452
100.756 62.5673
101.165 62.7892
101.575 63.0108
101.984 63.2322
102.394 63.4533
102.804 63.6741
103.213 63.8947
103.623 64.115
104.032 64.3351
104.442 64.5549
104.851 64.7744
105.261 64.9937
105.671 65.2127
106.08 65.4314
106.49 65.6499
106.899 65.8681
107.309 66.086
107.718 66.3037
108.128 66.5211
108.538 66.7383
108.947 66.9552
109.357 67.1718
109.766 67.3882
110.176 67.6043
110.586 67.8201
110.995 68.0357
111.405 68.2511
111.814 68.4661
112.224 68.6809
112.633 68.8954
113.043 69.1097
113.453 69.3237
113.862 69.5375
114.272 69.7509
114.681 69.9642
115.091 70.1771
115.5 70.3898
115.91 70.6022
116.32 70.8144
116.729 71.0263
117.139 71.238
117.548 71.4493
117.958 71.6604
118.367 71.8713
118.777 72.0819
119.187 72.2922
119.596 72.5023
120.006 72.7121
120.415 72.9216
120.825 73.1309
121.235 73.3399
121.644 73.5487
122.054 73.7572
122.463 73.9654
122.873 74.1734
123.282 74.3811
123.692 74.5885
124.102 74.7957
124.511 75.0026
124.921 75.2092
125.33 75.4156
125.74 75.6217
126.149 75.8276
126.559 76.0332
126.969 76.2385
127.378 76.4436
127.788 76.6484
128.197 76.853
128.607 77.0573
129.016 77.2613
129.426 77.465
129.836 77.6685
130.245 77.8718
130.655 78.0747
131.064 78.2774
131.474 78.4799
131.883 78.6821
132.293 78.884
132.703 79.0857
133.112 79.287
133.522 79.4882
133.931 79.689
134.341 79.8897
134.751 80.09
135.16 80.2901
135.57 80.4899
135.979 80.6895
136.389 80.8887
136.798 81.0878
137.208 81.2865
137.618 81.485
138.027 81.6833
138.437 81.8813
138.846 82.079
139.256 82.2764
139.665 82.4736
140.075 82.6706
140.485 82.8672
140.894 83.0636
141.304 83.2598
141.713 83.4556
142.123 83.6513
142.532 83.8466
142.942 84.0417
143.352 84.2365
143.761 84.4311
144.171 84.6254
144.58 84.8194
144.99 85.0132
145.399 85.2067
145.809 85.4
146.219 85.5929
146.628 85.7857
147.038 85.9781
147.447 86.1703
147.857 86.3623
148.267 86.5539
148.676 86.7454
149.086 86.9365
149.495 87.1274
149.905 87.318
150.314 87.5084
150.724 87.6985
151.134 87.8883
151.543 88.0779
151.953 88.2672
152.362 88.4562
152.772 88.645
153.181 88.8335
153.591 89.0218
154.001 89.2098
154.41 89.3975
154.82 89.585
155.229 89.7722
155.639 89.9591
156.048 90.1458
156.458 90.3322
156.868 90.5184
157.277 90.7043
157.687 90.8899
158.096 91.0753
158.506 91.2604
158.915 91.4452
159.325 91.6298
159.735 91.8141
160.144 91.9982
160.554 92.182
160.963 92.3655
161.373 92.5487
161.783 92.7318
162.192 92.9145
162.602 93.097
163.011 93.2792
163.421 93.4611
163.83 93.6428
164.24 93.8242
164.65 94.0054
165.059 94.1863
165.469 94.3669
165.878 94.5473
166.288 94.7274
166.697 94.9073
167.107 95.0869
167.517 95.2662
167.926 95.4453
168.336 95.6241
168.745 95.8026
169.155 95.9809
169.564 96.1589
169.974 96.3366
170.384 96.5141
170.793 96.6913
171.203 96.8683
171.612 97.045
172.022 97.2214
172.432 97.3976
172.841 97.5735
173.251 97.7491
173.66 97.9245
174.07 98.0996
174.479 98.2745
174.889 98.4491
175.299 98.6234
175.708 98.7975
176.118 98.9713
176.527 99.1448
176.937 99.3181
177.346 99.4911
177.756 99.6639
178.166 99.8364
178.575 100.009
178.985 100.181
179.394 100.352
179.804 100.524
180.213 100.695
180.623 100.866
181.033 101.036
181.442 101.207
181.852 101.377
182.261 101.547
182.671 101.716
183.08 101.886
183.49 102.055
183.9 102.224
184.309 102.392
184.719 102.561
185.128 102.729
185.538 102.896
185.948 103.064
186.357 103.231
186.767 103.398
187.176 103.565
187.586 103.731
187.995 103.897
188.405 104.063
188.815 104.229
189.224 104.394
189.634 104.56
190.043 104.724
190.453 104.889
190.862 105.053
191.272 105.217
191.682 105.381
192.091 105.545
192.501 105.708
192.91 105.871
193.32 106.034
193.729 106.196
